"","fips","SCC","Pollutant","Emissions","type","year"
"15093","45021","10200204","PM25-PRI",66.26,"POINT",2005
"15094","51770","10200204","PM25-PRI",0.6,"POINT",2005
"15095","21029","10200204","PM25-PRI",0.07,"POINT",2005
"15096","21151","10300209","PM25-PRI",0.71,"POINT",2005
"15097","29510","10200204","PM25-PRI",3.91,"POINT",2005
"15098","37019","10200204","PM25-PRI",0.82,"POINT",2005
"15099","21059","10200204","PM25-PRI",0.19,"POINT",2005
"15100","54037","10200204","PM25-PRI",0.27,"POINT",2005
"15101","04003","10100201","PM25-PRI",311.72,"POINT",2005
"15102","37097","10200205","PM25-PRI",11.87,"POINT",2005
"15103","38035","10300224","PM25-PRI",3.6,"POINT",2005
"15104","42109","10100101","PM25-PRI",60.56,"POINT",2005
"15105","13021","10200205","PM25-PRI",23,"POINT",2005
"15106","42085","10200205","PM25-PRI",2.73,"POINT",2005
"15107","48167","10100101","PM25-PRI",1.01,"POINT",2005
"15108","27075","10200222","PM25-PRI",124.28,"POINT",2005
"15109","27145","10300224","PM25-PRI",22.26,"POINT",2005
"15110","48037","10200205","PM25-PRI",9.29,"POINT",2005
"15111","49027","10100201","PM25-PRI",1571.56,"POINT",2005
"15112","47161","10100215","PM25-PRI",2242.47,"POINT",2005
"15113","55063","10200205","PM25-PRI",6.73,"POINT",2005
"15114","08075","10100101","PM25-PRI",0.28,"POINT",2005
"15115","47045","10100101","PM25-PRI",0.07,"POINT",2005
"15116","01071","10100202","PM25-PRI",2494.77,"POINT",2005
"15117","04001","10100202","PM25-PRI",860.05,"POINT",2005
"15118","08107","10100222","PM25-PRI",230.53,"POINT",2005
"15119","08077","10100222","PM25-PRI",80.43,"POINT",2005
"15120","12005","10100212","PM25-PRI",621.16,"POINT",2005
"15121","12031","10100202","PM25-PRI",790.87,"POINT",2005
"15122","13077","10100212","PM25-PRI",2948.61,"POINT",2005
"15123","13237","10100212","PM25-PRI",4481.36,"POINT",2005
"15124","18051","10100202","PM25-PRI",5567.83,"POINT",2005
"15125","25005","10100202","PM25-PRI",744.84,"POINT",2005
"15126","27031","10100222","PM25-PRI",243.58,"POINT",2005
"15127","27053","10100222","PM25-PRI",8.07,"POINT",2005
"15128","29195","10100202","PM25-PRI",7.07,"POINT",2005
"15129","32003","10100212","PM25-PRI",3088.62,"POINT",2005
"15130","36007","10100202","PM25-PRI",519.09,"POINT",2005
"15131","37129","10100212","PM25-PRI",56.08,"POINT",2005
"15132","42063","10100202","PM25-PRI",11465.17,"POINT",2005
"15133","42109","10100202","PM25-PRI",692.3,"POINT",2005
"15134","45079","10100202","PM25-PRI",3264.98,"POINT",2005
"15135","42125","10100202","PM25-PRI",542.54,"POINT",2005
"15136","42127","10300102","PM25-PRI",9.47,"POINT",2005
"15137","51167","10100202","PM25-PRI",876.24,"POINT",2005
"15138","17197","10100222","PM25-PRI",324.25,"POINT",2005
"15139","18173","10100202","PM25-PRI",7255.33,"POINT",2005
"15140","19005","10100222","PM25-PRI",618.48,"POINT",2005
"15141","21049","10100202","PM25-PRI",359.38,"POINT",2005
"15142","26103","10100202","PM25-PRI",317.11,"POINT",2005
"15143","29201","10100222","PM25-PRI",125.13,"POINT",2005
"15144","39113","10100212","PM25-PRI",304.72,"POINT",2005
"15145","42021","10100217","PM25-PRI",165.7,"POINT",2005
"15146","42071","10200104","PM25-PRI",18,"POINT",2005
"15147","47085","10100212","PM25-PRI",2615.99,"POINT",2005
"15148","12063","10100202","PM25-PRI",147.03,"POINT",2005
"15149","18083","10100202","PM25-PRI",220.42,"POINT",2005
"15150","37155","10100202","PM25-PRI",106.89,"POINT",2005
"15151","17157","10100202","PM25-PRI",592.08,"POINT",2005
"15152","20045","10100212","PM25-PRI",377.72,"POINT",2005
"15153","36013","10100202","PM25-PRI",166.59,"POINT",2005
"15154","36109","10100202","PM25-PRI",277.44,"POINT",2005
"15155","39017","10100202","PM25-PRI",28.83,"POINT",2005
"15156","39169","10100202","PM25-PRI",21.43,"POINT",2005
"15157","42069","10300102","PM25-PRI",4.01,"POINT",2005
"15158","51550","10100202","PM25-PRI",473.05,"POINT",2005
"15159","24043","10100212","PM25-PRI",156.45,"POINT",2005
"15160","51071","10100212","PM25-PRI",127.98,"POINT",2005
"15161","05063","10100202","PM25-PRI",684.6,"POINT",2005
"15162","42133","10100202","PM25-PRI",3857.08,"POINT",2005
"15163","45007","10100212","PM25-PRI",657.15,"POINT",2005
"15164","51550","10100212","PM25-PRI",1072.79,"POINT",2005
"15165","08085","10100217","PM25-PRI",53.18,"POINT",2005
"15166","17031","10100222","PM25-PRI",152.6,"POINT",2005
"15167","17125","10100202","PM25-PRI",555.22,"POINT",2005
"15168","22079","10100202","PM25-PRI",296.13,"POINT",2005
"15169","18035","10300207","PM25-PRI",14.35,"POINT",2005
"15170","19135","10200224","PM25-PRI",12.32,"POINT",2005
"15171","26041","10200212","PM25-PRI",10.81,"POINT",2005
"15172","26103","10100204","PM25-PRI",0.14,"POINT",2005
"15173","27053","10100223","PM25-PRI",50.8,"POINT",2005
"15174","29095","10100203","PM25-PRI",163.4,"POINT",2005
"15175","31157","10100204","PM25-PRI",34.36,"POINT",2005
"15176","39155","10100203","PM25-PRI",133.89,"POINT",2005
"15177","18127","10100203","PM25-PRI",482.83,"POINT",2005
"15178","26157","10100204","PM25-PRI",49,"POINT",2005
"15179","30087","10100226","PM25-PRI",2132.2,"POINT",2005
"15180","42109","10200213","PM25-PRI",4.35,"POINT",2005
"15181","48149","10100226","PM25-PRI",1131.41,"POINT",2005
"15182","27111","10100226","PM25-PRI",22.01,"POINT",2005
"15183","17157","10100203","PM25-PRI",1083.36,"POINT",2005
"15184","19139","10100226","PM25-PRI",17.01,"POINT",2005
"15185","27145","10200224","PM25-PRI",14.52,"POINT",2005
"15186","53041","10100226","PM25-PRI",2061.1,"POINT",2005
"15187","19127","10100223","PM25-PRI",77.06,"POINT",2005
"15188","29097","10100223","PM25-PRI",109.84,"POINT",2005
"15189","51031","10100204","PM25-PRI",109.43,"POINT",2005
"15190","18089","10100223","PM25-PRI",219.35,"POINT",2005
"15191","51041","10200212","PM25-PRI",5.88,"POINT",2005
"15192","17019","10100204","PM25-PRI",1.35,"POINT",2005
"15193","19163","10100226","PM25-PRI",85.24,"POINT",2005
"15194","24001","10200212","PM25-PRI",117.5,"POINT",2005
"15195","55003","10100223","PM25-PRI",16.37,"POINT",2005
"15196","02090","10100224","PM25-PRI",104.82,"POINT",2005
"15197","42027","10300208","PM25-PRI",14.44,"POINT",2005
"15198","55017","10300208","PM25-PRI",2.76,"POINT",2005
"15199","42097","10102018","PM25-PRI",21.57,"POINT",2005
"15200","55069","10200203","PM25-PRI",5.8,"POINT",2005
"15201","29510","10100102","PM25-PRI",0.05,"POINT",2005
"15202","47179","10300208","PM25-PRI",0.02,"POINT",2005
"15203","02090","10100225","PM25-PRI",88.64,"POINT",2005
"15204","06029","10100301","PM25-PRI",1.58,"POINT",2005
"15205","26065","10300206","PM25-PRI",3.06,"POINT",2005
"15206","48449","10100301","PM25-PRI",1057.08,"POINT",2005
"15207","48185","10100302","PM25-PRI",316.05,"POINT",2005
"15208","48161","10100302","PM25-PRI",2277.13,"POINT",2005
"15209","04001","10100211","PM25-PRI",686.82,"POINT",2005
"15210","37019","10100205","PM25-PRI",10.82,"POINT",2005
"15211","38059","10100306","PM25-PRI",0.2,"POINT",2005
"15212","39011","10100205","PM25-PRI",0.0099999998,"POINT",2005
"15213","29019","10100218","PM25-PRI",0.1,"POINT",2005
"15214","19113","10200217","PM25-PRI",0.75,"POINT",2005
"15215","26131","10200202","PM25-PRI",54.99,"POINT",2005
"15216","39101","10200217","PM25-PRI",25.57,"POINT",2005
"15217","45057","10200202","PM25-PRI",114.99,"POINT",2005
"15218","18097","10200202","PM25-PRI",2.34,"POINT",2005
"15219","45031","10200202","PM25-PRI",36.8,"POINT",2005
"15220","49049","10200201","PM25-PRI",0.22,"POINT",2005
"15221","55141","10200202","PM25-PRI",1.43,"POINT",2005
"15222","51093","10200202","PM25-PRI",12.21,"POINT",2005
"15223","31001","10200225","PM25-PRI",1.44,"POINT",2005
"15224","16083","10200202","PM25-PRI",41.89,"POINT",2005
"15225","55009","10200217","PM25-PRI",8.81,"POINT",2005
"15226","01073","10200204","PM25-PRI",0.05,"POINT",2005
"15227","19061","10200204","PM25-PRI",1.58,"POINT",2005
"15228","36007","10300209","PM25-PRI",2.3,"POINT",2005
"15229","39057","10300209","PM25-PRI",1.24,"POINT",2005
"15230","45003","10200206","PM25-PRI",71.7,"POINT",2005
"15231","55073","10200204","PM25-PRI",0.95,"POINT",2005
"15232","37063","10200204","PM25-PRI",2.13,"POINT",2005
"15233","39099","10200204","PM25-PRI",14.82,"POINT",2005
"15234","39151","10200204","PM25-PRI",1.13,"POINT",2005
"15235","39153","10200204","PM25-PRI",4.49,"POINT",2005
"15236","51089","10200204","PM25-PRI",2.74,"POINT",2005
"15237","26007","10200204","PM25-PRI",109.08,"POINT",2005
"15238","36109","10200204","PM25-PRI",1.98,"POINT",2005
"15239","39049","10200204","PM25-PRI",1.06,"POINT",2005
"15240","42083","10200204","PM25-PRI",4.33,"POINT",2005
"15241","49023","10200204","PM25-PRI",8.28,"POINT",2005
"15242","26003","10200204","PM25-PRI",2.34,"POINT",2005
"15243","39035","10200204","PM25-PRI",1.02,"POINT",2005
"15244","37119","10200204","PM25-PRI",5.48,"POINT",2005
"15245","39113","10200204","PM25-PRI",60.09,"POINT",2005
"15246","51019","10200204","PM25-PRI",1.41,"POINT",2005
"15247","45007","10200206","PM25-PRI",4.84,"POINT",2005
"15248","47105","10200204","PM25-PRI",0.66,"POINT",2005
"15249","55017","10200204","PM25-PRI",37.16,"POINT",2005
"15250","55117","10100221","PM25-PRI",115.82,"POINT",2005
"15251","02090","10300209","PM25-PRI",0.51,"POINT",2005
"15252","36067","10300214","PM25-PRI",26.81,"POINT",2005
"15253","42129","10300218","PM25-PRI",0.26,"POINT",2005
"15254","55099","10200204","PM25-PRI",0.61,"POINT",2005
"15255","17161","10200204","PM25-PRI",1.99,"POINT",2005
"15256","36029","10100201","PM25-PRI",0.75,"POINT",2005
"15257","27119","10300224","PM25-PRI",1.63,"POINT",2005
"15258","55009","10200205","PM25-PRI",1.14,"POINT",2005
"15259","24003","10100201","PM25-PRI",246.99,"POINT",2005
"15260","40097","10100201","PM25-PRI",132.1,"POINT",2005
"15261","42095","10100101","PM25-PRI",78.72,"POINT",2005
"15262","55043","10200205","PM25-PRI",2.78,"POINT",2005
"15263","17197","10100202","PM25-PRI",895.79,"POINT",2005
"15264","18029","10100202","PM25-PRI",502.75,"POINT",2005
"15265","18109","10100212","PM25-PRI",657.26,"POINT",2005
"15266","19113","10100222","PM25-PRI",511.21,"POINT",2005
"15267","24017","10100212","PM25-PRI",2516.43,"POINT",2005
"15268","39025","10100212","PM25-PRI",2868.76,"POINT",2005
"15269","39007","10100202","PM25-PRI",84.91,"POINT",2005
"15270","41049","10100222","PM25-PRI",409.53,"POINT",2005
"15271","42011","10300102","PM25-PRI",17.69,"POINT",2005
"15272","56005","10100222","PM25-PRI",837.59,"POINT",2005
"15273","21167","10100212","PM25-PRI",1603,"POINT",2005
"15274","24001","10100217","PM25-PRI",85.52,"POINT",2005
"15275","26147","10100202","PM25-PRI",0.67,"POINT",2005
"15276","37159","10100202","PM25-PRI",396.29,"POINT",2005
"15277","39095","10100202","PM25-PRI",511.18,"POINT",2005
"15278","39167","10100202","PM25-PRI",2562.84,"POINT",2005
"15279","54023","10100212","PM25-PRI",5886.85,"POINT",2005
"15280","55079","10100212","PM25-PRI",183.01,"POINT",2005
"15281","06029","10100217","PM25-PRI",6.83,"POINT",2005
"15282","13015","10100212","PM25-PRI",9120.46,"POINT",2005
"15283","54049","10100202","PM25-PRI",101.24,"POINT",2005
"15284","55071","10200104","PM25-PRI",0.34,"POINT",2005
"15285","21161","10100212","PM25-PRI",807.71,"POINT",2005
"15286","21223","10100202","PM25-PRI",397.32,"POINT",2005
"15287","22077","10100202","PM25-PRI",2741.93,"POINT",2005
"15288","34017","10100202","PM25-PRI",2056.83,"POINT",2005
"15289","37129","10100202","PM25-PRI",308.14,"POINT",2005
"15290","42091","10200104","PM25-PRI",9.5,"POINT",2005
"15291","51153","10100212","PM25-PRI",59.33,"POINT",2005
"15292","19061","10100202","PM25-PRI",168.38,"POINT",2005
"15293","42079","10300102","PM25-PRI",26.06,"POINT",2005
"15294","19193","10100222","PM25-PRI",2161.31,"POINT",2005
"15295","18037","10100204","PM25-PRI",4.38,"POINT",2005
"15296","19197","10200224","PM25-PRI",0.94,"POINT",2005
"15297","17179","10100203","PM25-PRI",957.75,"POINT",2005
"15298","42027","10300207","PM25-PRI",0.84,"POINT",2005
"15299","55031","10300207","PM25-PRI",4.61,"POINT",2005
"15300","55141","10200224","PM25-PRI",2.11,"POINT",2005
"15301","27037","10100226","PM25-PRI",100.74,"POINT",2005
"15302","27061","10100226","PM25-PRI",894.73,"POINT",2005
"15303","05069","10100226","PM25-PRI",667.79,"POINT",2005
"15304","39157","10100204","PM25-PRI",3.16,"POINT",2005
"15305","26163","10100226","PM25-PRI",154.21,"POINT",2005
"15306","54051","10100203","PM25-PRI",2074.02,"POINT",2005
"15307","17021","10100203","PM25-PRI",445.64,"POINT",2005
"15308","25027","10200212","PM25-PRI",3.57,"POINT",2005
"15309","31055","10100226","PM25-PRI",78.5,"POINT",2005
"15310","51027","10300208","PM25-PRI",1.1,"POINT",2005
"15311","47037","10300208","PM25-PRI",0.007,"POINT",2005
"15312","49035","10200101","PM25-PRI",3e-04,"POINT",2005
"15313","56045","10100224","PM25-PRI",78.76,"POINT",2005
"15314","47069","10300208","PM25-PRI",1.41,"POINT",2005
"15315","12053","10200219","PM25-PRI",39.28,"POINT",2005
"15316","30003","10100218","PM25-PRI",61.16,"POINT",2005
"15317","29095","10100211","PM25-PRI",10.23,"POINT",2005
"15318","27123","10100205","PM25-PRI",35.32,"POINT",2005
"15319","01015","2103002000","PM25-PRI",0.03,"NONPOINT",2005
"15320","01053","2103002000","PM25-PRI",0.02,"NONPOINT",2005
"15321","01099","2103002000","PM25-PRI",0.02,"NONPOINT",2005
"15322","02100","2103002000","PM25-PRI",1.11,"NONPOINT",2005
"15323","04011","2103002000","PM25-PRI",0.00110950141770235,"NONPOINT",2005
"15324","04023","2103002000","PM25-PRI",0.00819108787970595,"NONPOINT",2005
"15325","06065","2199001000","PM25-PRI",0.04,"NONPOINT",2005
"15326","08005","2103002000","PM25-PRI",47.63,"NONPOINT",2005
"15327","08009","2103002000","PM25-PRI",0.1,"NONPOINT",2005
"15328","08017","2103002000","PM25-PRI",0.14,"NONPOINT",2005
"15329","08029","2103002000","PM25-PRI",0.86,"NONPOINT",2005
"15330","08037","2103002000","PM25-PRI",4.72,"NONPOINT",2005
"15331","08033","2103002000","PM25-PRI",0.1,"NONPOINT",2005
"15332","08049","2103002000","PM25-PRI",1.19,"NONPOINT",2005
"15333","08071","2103002000","PM25-PRI",0.6,"NONPOINT",2005
"15334","08073","2103002000","PM25-PRI",0.22,"NONPOINT",2005
"15335","08089","2103002000","PM25-PRI",0.84,"NONPOINT",2005
"15336","08085","2103002000","PM25-PRI",1.47,"NONPOINT",2005
"15337","08119","2103002000","PM25-PRI",0.96,"NONPOINT",2005
"15338","11001","2103002000","PM25-PRI",7.32,"NONPOINT",2005
"15339","12019","2103002000","PM25-PRI",0.34,"NONPOINT",2005
"15340","12055","2103002000","PM25-PRI",0.18,"NONPOINT",2005
"15341","12041","2103002000","PM25-PRI",0.73,"NONPOINT",2005
"15342","12069","2103002000","PM25-PRI",0.55,"NONPOINT",2005
"15343","12067","2103002000","PM25-PRI",0.03,"NONPOINT",2005
"15344","12079","2103002000","PM25-PRI",0.03,"NONPOINT",2005
"15345","12083","2103002000","PM25-PRI",0.02,"NONPOINT",2005
"15346","12119","2103002000","PM25-PRI",0.04,"NONPOINT",2005
"15347","16011","2103002000","PM25-PRI",0.95,"NONPOINT",2005
"15348","15007","2103002000","PM25-PRI",0,"NONPOINT",2005
"15349","16073","2103002000","PM25-PRI",0.19,"NONPOINT",2005
"15350","16087","2103002000","PM25-PRI",0.26,"NONPOINT",2005
"15351","17005","2103002000","PM25-PRI",0,"NONPOINT",2005
"15352","17067","2103002000","PM25-PRI",0,"NONPOINT",2005
"15353","17071","2103002000","PM25-PRI",0,"NONPOINT",2005
"15354","17103","2103002000","PM25-PRI",0,"NONPOINT",2005
"15355","17099","2103002000","PM25-PRI",0,"NONPOINT",2005
"15356","17123","2103002000","PM25-PRI",0,"NONPOINT",2005
"15357","17173","2103002000","PM25-PRI",0,"NONPOINT",2005
"15358","19003","2103002000","PM25-PRI",0.12,"NONPOINT",2005
"15359","19081","2103002000","PM25-PRI",0.31,"NONPOINT",2005
"15360","19055","2103002000","PM25-PRI",0.48,"NONPOINT",2005
"15361","19079","2103002000","PM25-PRI",0.5,"NONPOINT",2005
"15362","19065","2103002000","PM25-PRI",0.87,"NONPOINT",2005
"15363","19093","2103002000","PM25-PRI",0.28,"NONPOINT",2005
"15364","19067","2103002000","PM25-PRI",0.54,"NONPOINT",2005
"15365","19083","2103002000","PM25-PRI",0.82,"NONPOINT",2005
"15366","19091","2103002000","PM25-PRI",0.31,"NONPOINT",2005
"15367","19089","2103002000","PM25-PRI",0.29,"NONPOINT",2005
"15368","19147","2103002000","PM25-PRI",0.33,"NONPOINT",2005
"15369","19185","2103002000","PM25-PRI",0.15,"NONPOINT",2005
"15370","19191","2103002000","PM25-PRI",1.12,"NONPOINT",2005
"15371","19187","2103002000","PM25-PRI",1.92,"NONPOINT",2005
"15372","19189","2103002000","PM25-PRI",0.4,"NONPOINT",2005
"15373","21021","2103002000","PM25-PRI",1.56,"NONPOINT",2005
"15374","21017","2103002000","PM25-PRI",0.47,"NONPOINT",2005
"15375","21049","2103002000","PM25-PRI",1.09,"NONPOINT",2005
"15376","21059","2103002000","PM25-PRI",4.48,"NONPOINT",2005
"15377","21067","2103002000","PM25-PRI",18.73,"NONPOINT",2005
"15378","21091","2103002000","PM25-PRI",0.13,"NONPOINT",2005
"15379","21107","2103002000","PM25-PRI",1.7,"NONPOINT",2005
"15380","21141","2103002000","PM25-PRI",0.53,"NONPOINT",2005
"15381","21163","2103002000","PM25-PRI",0.37,"NONPOINT",2005
"15382","21109","2103002000","PM25-PRI",0.15,"NONPOINT",2005
"15383","21131","2103002000","PM25-PRI",0.16,"NONPOINT",2005
"15384","21151","2103002000","PM25-PRI",2.46,"NONPOINT",2005
"15385","21149","2103002000","PM25-PRI",0.16,"NONPOINT",2005
"15386","21203","2103002000","PM25-PRI",0.32,"NONPOINT",2005
"15387","21219","2103002000","PM25-PRI",0.15,"NONPOINT",2005
"15388","21183","2103002000","PM25-PRI",0.51,"NONPOINT",2005
"15389","21217","2103002000","PM25-PRI",1.07,"NONPOINT",2005
"15390","21207","2103002000","PM25-PRI",0.44,"NONPOINT",2005
"15391","24005","2103002000","PM25-PRI",6.11,"NONPOINT",2005
"15392","24013","2103002000","PM25-PRI",2.03,"NONPOINT",2005
"15393","24045","2103002000","PM25-PRI",2.03,"NONPOINT",2005
"15394","26017","2103002000","PM25-PRI",0,"NONPOINT",2005
"15395","26047","2103002000","PM25-PRI",0,"NONPOINT",2005
"15396","26027","2103002000","PM25-PRI",0,"NONPOINT",2005
"15397","26045","2103002000","PM25-PRI",0,"NONPOINT",2005
"15398","26025","2103002000","PM25-PRI",0,"NONPOINT",2005
"15399","26077","2103002000","PM25-PRI",0,"NONPOINT",2005
"15400","26043","2103002000","PM25-PRI",0,"NONPOINT",2005
"15401","26093","2103002000","PM25-PRI",0,"NONPOINT",2005
"15402","26123","2103002000","PM25-PRI",0,"NONPOINT",2005
"15403","26153","2103002000","PM25-PRI",0,"NONPOINT",2005
"15404","26139","2103002000","PM25-PRI",0,"NONPOINT",2005
"15405","26133","2103002000","PM25-PRI",0,"NONPOINT",2005
"15406","27025","2103002000","PM25-PRI",0.00402,"NONPOINT",2005
"15407","27077","2103002000","PM25-PRI",0.000425,"NONPOINT",2005
"15408","27079","2103002000","PM25-PRI",0.00276,"NONPOINT",2005
"15409","27109","2103002000","PM25-PRI",0.02,"NONPOINT",2005
"15410","27135","2103002000","PM25-PRI",0.00154,"NONPOINT",2005
"15411","27125","2103002000","PM25-PRI",0.000425,"NONPOINT",2005
"15412","29013","2103002000","PM25-PRI",0.53,"NONPOINT",2005
"15413","29017","2103002000","PM25-PRI",0.26,"NONPOINT",2005
"15414","29033","2103002000","PM25-PRI",0.33,"NONPOINT",2005
"15415","29069","2103002000","PM25-PRI",1.39,"NONPOINT",2005
"15416","29053","2103002000","PM25-PRI",0.62,"NONPOINT",2005
"15417","29077","2103002000","PM25-PRI",20.79,"NONPOINT",2005
"15418","29089","2103002000","PM25-PRI",0.28,"NONPOINT",2005
"15419","29141","2103002000","PM25-PRI",0.28,"NONPOINT",2005
"15420","29125","2103002000","PM25-PRI",0.18,"NONPOINT",2005
"15421","29097","2103002000","PM25-PRI",7.32,"NONPOINT",2005
"15422","29079","2103002000","PM25-PRI",0.49,"NONPOINT",2005
"15423","29129","2103002000","PM25-PRI",0.09,"NONPOINT",2005
"15424","29135","2103002000","PM25-PRI",0.4,"NONPOINT",2005
"15425","29117","2103002000","PM25-PRI",0.86,"NONPOINT",2005
"15426","29139","2103002000","PM25-PRI",0.41,"NONPOINT",2005
"15427","29153","2103002000","PM25-PRI",0.22,"NONPOINT",2005
"15428","29209","2103002000","PM25-PRI",0.7,"NONPOINT",2005
"15429","29510","2103002000","PM25-PRI",33.59,"NONPOINT",2005
"15430","29221","2103002000","PM25-PRI",0.61,"NONPOINT",2005
"15431","30001","2103002000","PM25-PRI",0.02,"NONPOINT",2005
"15432","30009","2103002000","PM25-PRI",0.02,"NONPOINT",2005
"15433","30037","2103002000","PM25-PRI",0.000794404580231875,"NONPOINT",2005
"15434","30065","2103002000","PM25-PRI",0.0064613716496419,"NONPOINT",2005
"15435","30055","2103002000","PM25-PRI",0.0036155459245285,"NONPOINT",2005
"15436","30069","2103002000","PM25-PRI",0.000267419532961946,"NONPOINT",2005
"15437","30073","2103002000","PM25-PRI",0.01,"NONPOINT",2005
"15438","30091","2103002000","PM25-PRI",0.01,"NONPOINT",2005
"15439","30103","2103002000","PM25-PRI",0.000840550779445675,"NONPOINT",2005
"15440","31005","2103002000","PM25-PRI",0.00110677399843826,"NONPOINT",2005
"15441","30079","2103002000","PM25-PRI",0.00250441762901962,"NONPOINT",2005
"15442","31017","2103002000","PM25-PRI",0.01,"NONPOINT",2005
"15443","31037","2103002000","PM25-PRI",0.02,"NONPOINT",2005
"15444","31027","2103002000","PM25-PRI",0.01,"NONPOINT",2005
"15445","31079","2103002000","PM25-PRI",0.23,"NONPOINT",2005
"15446","31125","2103002000","PM25-PRI",0.00542115942417485,"NONPOINT",2005
"15447","31133","2103002000","PM25-PRI",0.00423353969661335,"NONPOINT",2005
"15448","31123","2103002000","PM25-PRI",0.00787748227003885,"NONPOINT",2005
"15449","31129","2103002000","PM25-PRI",0.01,"NONPOINT",2005
"15450","31121","2103002000","PM25-PRI",0.01,"NONPOINT",2005
"15451","31119","2103002000","PM25-PRI",0.16,"NONPOINT",2005
"15452","31139","2103002000","PM25-PRI",0.01,"NONPOINT",2005
"15453","32031","2103002000","PM25-PRI",0.19,"NONPOINT",2005
"15454","34017","2103002000","PM25-PRI",0,"NONPOINT",2005
"15455","34031","2103002000","PM25-PRI",0,"NONPOINT",2005
"15456","35005","2103002000","PM25-PRI",0.15,"NONPOINT",2005
"15457","35001","2103002000","PM25-PRI",2.4,"NONPOINT",2005
"15458","34037","2103002000","PM25-PRI",0,"NONPOINT",2005
"15459","35043","2103002000","PM25-PRI",0.15,"NONPOINT",2005
"15460","35027","2103002000","PM25-PRI",0.05,"NONPOINT",2005
"15461","35053","2103002000","PM25-PRI",0.02,"NONPOINT",2005
"15462","36007","2103002000","PM25-PRI",2.72,"NONPOINT",2005
"15463","36017","2103002000","PM25-PRI",0.42,"NONPOINT",2005
"15464","36039","2103002000","PM25-PRI",0.38,"NONPOINT",2005
"15465","36073","2103002000","PM25-PRI",0.34,"NONPOINT",2005
"15466","36091","2103002000","PM25-PRI",2.02,"NONPOINT",2005
"15467","36115","2103002000","PM25-PRI",0.4,"NONPOINT",2005
"15468","36103","2103002000","PM25-PRI",17.16,"NONPOINT",2005
"15469","36119","2103002000","PM25-PRI",12.77,"NONPOINT",2005
"15470","37033","2103002000","PM25-PRI",0.06,"NONPOINT",2005
"15471","37031","2103002000","PM25-PRI",0.63,"NONPOINT",2005
"15472","37071","2103002000","PM25-PRI",1.61,"NONPOINT",2005
"15473","37091","2103002000","PM25-PRI",0.24,"NONPOINT",2005
"15474","37111","2103002000","PM25-PRI",0.25,"NONPOINT",2005
"15475","37101","2103002000","PM25-PRI",0.78,"NONPOINT",2005
"15476","37135","2103002000","PM25-PRI",1.6,"NONPOINT",2005
"15477","37163","2103002000","PM25-PRI",0.36,"NONPOINT",2005
"15478","37167","2103002000","PM25-PRI",0.46,"NONPOINT",2005
"15479","37155","2103002000","PM25-PRI",0.87,"NONPOINT",2005
"15480","37131","2103002000","PM25-PRI",0.09,"NONPOINT",2005
"15481","37151","2103002000","PM25-PRI",0.85,"NONPOINT",2005
"15482","37193","2103002000","PM25-PRI",0.55,"NONPOINT",2005
"15483","37195","2103002000","PM25-PRI",0.86,"NONPOINT",2005
"15484","37181","2103002000","PM25-PRI",0.45,"NONPOINT",2005
"15485","37199","2103002000","PM25-PRI",0.08,"NONPOINT",2005
"15486","38025","2103002000","PM25-PRI",0.15,"NONPOINT",2005
"15487","38035","2103002000","PM25-PRI",8.54,"NONPOINT",2005
"15488","38033","2103002000","PM25-PRI",0.16,"NONPOINT",2005
"15489","38013","2103002000","PM25-PRI",0.08,"NONPOINT",2005
"15490","38045","2103002000","PM25-PRI",0.27,"NONPOINT",2005
"15491","38067","2103002000","PM25-PRI",0.7,"NONPOINT",2005
"15492","39007","2103002000","PM25-PRI",0.62,"NONPOINT",2005
"15493","38105","2103002000","PM25-PRI",2.14,"NONPOINT",2005
"15494","39029","2103002000","PM25-PRI",0.69,"NONPOINT",2005
"15495","39055","2103002000","PM25-PRI",0.56,"NONPOINT",2005
"15496","39025","2103002000","PM25-PRI",1.25,"NONPOINT",2005
"15497","39067","2103002000","PM25-PRI",0.07,"NONPOINT",2005
"15498","39069","2103002000","PM25-PRI",0.16,"NONPOINT",2005
"15499","39093","2103002000","PM25-PRI",2.14,"NONPOINT",2005
"15500","39131","2103002000","PM25-PRI",0.15,"NONPOINT",2005
"15501","39141","2103002000","PM25-PRI",0.52,"NONPOINT",2005
"15502","39163","2103002000","PM25-PRI",0.04,"NONPOINT",2005
"15503","40013","2103002000","PM25-PRI",0.01,"NONPOINT",2005
"15504","40037","2103002000","PM25-PRI",0.01,"NONPOINT",2005
"15505","40079","2103002000","PM25-PRI",0.00883509710761785,"NONPOINT",2005
"15506","40107","2103002000","PM25-PRI",0.00161654881220529,"NONPOINT",2005
"15507","40099","2103002000","PM25-PRI",0.00251303935018392,"NONPOINT",2005
"15508","40123","2103002000","PM25-PRI",0.01,"NONPOINT",2005
"15509","40133","2103002000","PM25-PRI",0.00479756874726227,"NONPOINT",2005
"15510","42017","2103002000","PM25-PRI",0,"NONPOINT",2005
"15511","42023","2103002000","PM25-PRI",0.52,"NONPOINT",2005
"15512","42033","2103002000","PM25-PRI",8.2,"NONPOINT",2005
"15513","42019","2103002000","PM25-PRI",14.83,"NONPOINT",2005
"15514","42031","2103002000","PM25-PRI",4.66,"NONPOINT",2005
"15515","42049","2103002000","PM25-PRI",32.04,"NONPOINT",2005
