"","fips","SCC","Pollutant","Emissions","type","year"
"5282","38071","2102002000","PM25-PRI",5.275,"NONPOINT",1999
"5283","38071","2103002000","PM25-PRI",0.084,"NONPOINT",1999
"5284","38073","2102002000","PM25-PRI",0.516,"NONPOINT",1999
"5285","38073","2103002000","PM25-PRI",0.03,"NONPOINT",1999
"5286","38075","2102002000","PM25-PRI",0.654,"NONPOINT",1999
"5287","38075","2103002000","PM25-PRI",0.03,"NONPOINT",1999
"5288","38077","2102002000","PM25-PRI",7.189,"NONPOINT",1999
"5289","38077","2103002000","PM25-PRI",0.084,"NONPOINT",1999
"5290","38079","2102002000","PM25-PRI",0.263,"NONPOINT",1999
"5291","38079","2103002000","PM25-PRI",0.03,"NONPOINT",1999
"5292","38081","2102002000","PM25-PRI",2.121,"NONPOINT",1999
"5293","38081","2103002000","PM25-PRI",0.09,"NONPOINT",1999
"5294","38083","2102002000","PM25-PRI",0.022,"NONPOINT",1999
"5295","38083","2103002000","PM25-PRI",0.17,"NONPOINT",1999
"5296","38085","2102002000","PM25-PRI",0.642,"NONPOINT",1999
"5297","38085","2103002000","PM25-PRI",0.047,"NONPOINT",1999
"5298","38087","2103002000","PM25-PRI",0.301,"NONPOINT",1999
"5299","38089","2102002000","PM25-PRI",1.524,"NONPOINT",1999
"5300","38089","2103002000","PM25-PRI",0.207,"NONPOINT",1999
"5301","38091","2102002000","PM25-PRI",1.733,"NONPOINT",1999
"5302","38091","2103002000","PM25-PRI",0.077,"NONPOINT",1999
"5303","38093","10300309","PM25-PRI",6.398,"POINT",1999
"5304","38093","2102002000","PM25-PRI",5.171,"NONPOINT",1999
"5305","38093","2103002000","PM25-PRI",0.114,"NONPOINT",1999
"5306","38095","2102002000","PM25-PRI",3.201,"NONPOINT",1999
"5307","38095","2103002000","PM25-PRI",0.114,"NONPOINT",1999
"5308","38097","10200224","PM25-PRI",3.377,"POINT",1999
"5309","38097","2102002000","PM25-PRI",0.447,"NONPOINT",1999
"5310","38097","2103002000","PM25-PRI",0.03,"NONPOINT",1999
"5311","38099","2102002000","PM25-PRI",0.745,"NONPOINT",1999
"5312","38099","2103002000","PM25-PRI",0.084,"NONPOINT",1999
"5313","38101","2102002000","PM25-PRI",12.613,"NONPOINT",1999
"5314","38101","2103002000","PM25-PRI",0.408,"NONPOINT",1999
"5315","38103","2102002000","PM25-PRI",0.654,"NONPOINT",1999
"5316","38103","2103002000","PM25-PRI",0.03,"NONPOINT",1999
"5317","38105","2102002000","PM25-PRI",5.631,"NONPOINT",1999
"5318","38105","2103002000","PM25-PRI",0.207,"NONPOINT",1999
"5319","46003","2102002000","PM25-PRI",0.112,"NONPOINT",1999
"5320","46005","2102002000","PM25-PRI",1.867,"NONPOINT",1999
"5321","46009","2102002000","PM25-PRI",3.02,"NONPOINT",1999
"5322","46011","10300209","PM25-PRI",110.274,"POINT",1999
"5323","46011","2102002000","PM25-PRI",0.266,"NONPOINT",1999
"5324","46011","2103002000","PM25-PRI",0.011,"NONPOINT",1999
"5325","46013","2102002000","PM25-PRI",1.663,"NONPOINT",1999
"5326","46013","2103002000","PM25-PRI",0.011,"NONPOINT",1999
"5327","46015","2102002000","PM25-PRI",0.03,"NONPOINT",1999
"5328","46019","2102002000","PM25-PRI",0.024,"NONPOINT",1999
"5329","46021","2102002000","PM25-PRI",0.112,"NONPOINT",1999
"5330","46023","2102002000","PM25-PRI",0.173,"NONPOINT",1999
"5331","46025","2102002000","PM25-PRI",0.378,"NONPOINT",1999
"5332","46027","2102002000","PM25-PRI",0.235,"NONPOINT",1999
"5333","46029","2102002000","PM25-PRI",1.979,"NONPOINT",1999
"5334","46031","2103002000","PM25-PRI",0.011,"NONPOINT",1999
"5335","46033","2102002000","PM25-PRI",0.143,"NONPOINT",1999
"5336","46033","2103002000","PM25-PRI",0.011,"NONPOINT",1999
"5337","46035","2102002000","PM25-PRI",0.663,"NONPOINT",1999
"5338","46037","2102002000","PM25-PRI",0.235,"NONPOINT",1999
"5339","46039","2102002000","PM25-PRI",0.204,"NONPOINT",1999
"5340","46041","2102002000","PM25-PRI",0.03,"NONPOINT",1999
"5341","46043","2102002000","PM25-PRI",0.143,"NONPOINT",1999
"5342","46045","2102002000","PM25-PRI",0.143,"NONPOINT",1999
"5343","46047","2102002000","PM25-PRI",0.928,"NONPOINT",1999
"5344","46051","10100223","PM25-PRI",706.696,"POINT",1999
"5345","46051","2102002000","PM25-PRI",3.367,"NONPOINT",1999
"5346","46053","2102002000","PM25-PRI",0.143,"NONPOINT",1999
"5347","46055","2102002000","PM25-PRI",0.03,"NONPOINT",1999
"5348","46057","2102002000","PM25-PRI",0.03,"NONPOINT",1999
"5349","46059","2102002000","PM25-PRI",0.928,"NONPOINT",1999
"5350","46061","2102002000","PM25-PRI",0.012,"NONPOINT",1999
"5351","46065","2102002000","PM25-PRI",0.204,"NONPOINT",1999
"5352","46065","2103002000","PM25-PRI",0.017,"NONPOINT",1999
"5353","46067","2102002000","PM25-PRI",0.868,"NONPOINT",1999
"5354","46069","2102002000","PM25-PRI",0.112,"NONPOINT",1999
"5355","46077","2102002000","PM25-PRI",0.143,"NONPOINT",1999
"5356","46079","2102002000","PM25-PRI",0.439,"NONPOINT",1999
"5357","46081","2102002000","PM25-PRI",0.266,"NONPOINT",1999
"5358","46083","2102002000","PM25-PRI",0.317,"NONPOINT",1999
"5359","46087","2102002000","PM25-PRI",0.173,"NONPOINT",1999
"5360","46089","2102002000","PM25-PRI",0.112,"NONPOINT",1999
"5361","46091","2102002000","PM25-PRI",0.173,"NONPOINT",1999
"5362","46093","2102002000","PM25-PRI",0.266,"NONPOINT",1999
"5363","46097","2102002000","PM25-PRI",0.013,"NONPOINT",1999
"5364","46099","2102002000","PM25-PRI",16.6,"NONPOINT",1999
"5365","46099","2103002000","PM25-PRI",0.03,"NONPOINT",1999
"5366","46101","2102002000","PM25-PRI",0.143,"NONPOINT",1999
"5367","46103","10100222","PM25-PRI",19.092,"POINT",1999
"5368","46103","2102002000","PM25-PRI",6.01,"NONPOINT",1999
"5369","46103","2103002000","PM25-PRI",0.023,"NONPOINT",1999
"5370","46105","2102002000","PM25-PRI",0.012,"NONPOINT",1999
"5371","46105","2103002000","PM25-PRI",0.017,"NONPOINT",1999
"5372","46107","2102002000","PM25-PRI",0.143,"NONPOINT",1999
"5373","46109","2102002000","PM25-PRI",0.928,"NONPOINT",1999
"5374","46111","2102002000","PM25-PRI",0.03,"NONPOINT",1999
"5375","46115","2102002000","PM25-PRI",0.173,"NONPOINT",1999
"5376","46117","2102002000","PM25-PRI",0.007,"NONPOINT",1999
"5377","46121","2103002000","PM25-PRI",0.011,"NONPOINT",1999
"5378","46123","2102002000","PM25-PRI",0.204,"NONPOINT",1999
"5379","46125","2102002000","PM25-PRI",0.011,"NONPOINT",1999
"5380","46127","2102002000","PM25-PRI",1.101,"NONPOINT",1999
"5381","46129","2102002000","PM25-PRI",0.112,"NONPOINT",1999
"5382","46135","2102002000","PM25-PRI",0.786,"NONPOINT",1999
"5383","46137","2103002000","PM25-PRI",0.011,"NONPOINT",1999
"5384","49001","2102002000","PM25-PRI",0.082,"NONPOINT",1999
"5385","49001","2103002000","PM25-PRI",0.077,"NONPOINT",1999
"5386","49003","2102002000","PM25-PRI",2.619,"NONPOINT",1999
"5387","49003","2103002000","PM25-PRI",0.361,"NONPOINT",1999
"5388","49005","2102002000","PM25-PRI",8.317,"NONPOINT",1999
"5389","49005","2103002000","PM25-PRI",0.846,"NONPOINT",1999
"5390","49007","10100212","PM25-PRI",126.519,"POINT",1999
"5391","49007","10200206","PM25-PRI",1.07,"POINT",1999
"5392","49007","10200219","PM25-PRI",0.04,"POINT",1999
"5393","49007","2102002000","PM25-PRI",0.083,"NONPOINT",1999
"5394","49007","2103002000","PM25-PRI",0.271,"NONPOINT",1999
"5395","49009","2103002000","PM25-PRI",0.017,"NONPOINT",1999
"5396","49011","2102002000","PM25-PRI",4.292,"NONPOINT",1999
"5397","49011","2103002000","PM25-PRI",1.802,"NONPOINT",1999
"5398","49013","2102002000","PM25-PRI",0.013,"NONPOINT",1999
"5399","49013","2103002000","PM25-PRI",0.137,"NONPOINT",1999
"5400","49015","10100212","PM25-PRI",2444.383,"POINT",1999
"5401","49015","10200206","PM25-PRI",0.07,"POINT",1999
"5402","49015","2102002000","PM25-PRI",0.013,"NONPOINT",1999
"5403","49015","2103002000","PM25-PRI",0.084,"NONPOINT",1999
"5404","49017","2102002000","PM25-PRI",0.083,"NONPOINT",1999
"5405","49017","2103002000","PM25-PRI",0.047,"NONPOINT",1999
"5406","49019","2102002000","PM25-PRI",0.12,"NONPOINT",1999
"5407","49019","2103002000","PM25-PRI",0.1,"NONPOINT",1999
"5408","49021","2102002000","PM25-PRI",0.649,"NONPOINT",1999
"5409","49021","2103002000","PM25-PRI",0.431,"NONPOINT",1999
"5410","49023","10200204","PM25-PRI",9.35,"POINT",1999
"5411","49023","2102002000","PM25-PRI",0.204,"NONPOINT",1999
"5412","49023","2103002000","PM25-PRI",0.053,"NONPOINT",1999
"5413","49025","2102002000","PM25-PRI",0.082,"NONPOINT",1999
"5414","49025","2103002000","PM25-PRI",0.053,"NONPOINT",1999
"5415","49027","10100201","PM25-PRI",1689.661,"POINT",1999
"5416","49027","2102002000","PM25-PRI",2.079,"NONPOINT",1999
"5417","49027","2103002000","PM25-PRI",0.231,"NONPOINT",1999
"5418","49029","2102002000","PM25-PRI",0.011,"NONPOINT",1999
"5419","49029","2103002000","PM25-PRI",0.03,"NONPOINT",1999
"5420","49031","2103002000","PM25-PRI",0.03,"NONPOINT",1999
"5421","49033","2102002000","PM25-PRI",0.012,"NONPOINT",1999
"5422","49033","2103002000","PM25-PRI",0.047,"NONPOINT",1999
"5423","49035","10100202","PM25-PRI",2,"POINT",1999
"5424","49035","10200201","PM25-PRI",5.97,"POINT",1999
"5425","49035","2102002000","PM25-PRI",53.231,"NONPOINT",1999
"5426","49035","2103002000","PM25-PRI",17.935,"NONPOINT",1999
"5427","49037","2102002000","PM25-PRI",0.071,"NONPOINT",1999
"5428","49037","2103002000","PM25-PRI",0.084,"NONPOINT",1999
"5429","49039","10300224","PM25-PRI",2.912,"POINT",1999
"5430","49039","2102002000","PM25-PRI",0.336,"NONPOINT",1999
"5431","49039","2103002000","PM25-PRI",0.137,"NONPOINT",1999
"5432","49041","10200202","PM25-PRI",0.633,"POINT",1999
"5433","49041","2102002000","PM25-PRI",2.092,"NONPOINT",1999
"5434","49041","2103002000","PM25-PRI",0.501,"NONPOINT",1999
"5435","49043","10300205","PM25-PRI",1.3,"POINT",1999
"5436","49043","2102002000","PM25-PRI",0.071,"NONPOINT",1999
"5437","49043","2103002000","PM25-PRI",0.485,"NONPOINT",1999
"5438","49045","10300208","PM25-PRI",1.05,"POINT",1999
"5439","49045","2102002000","PM25-PRI",2.331,"NONPOINT",1999
"5440","49045","2103002000","PM25-PRI",0.231,"NONPOINT",1999
"5441","49047","10100222","PM25-PRI",408.692,"POINT",1999
"5442","49047","2102002000","PM25-PRI",0.565,"NONPOINT",1999
"5443","49047","2103002000","PM25-PRI",0.294,"NONPOINT",1999
"5444","49049","10200201","PM25-PRI",0.21,"POINT",1999
"5445","49049","10200204","PM25-PRI",0.32,"POINT",1999
"5446","49049","2102002000","PM25-PRI",13.429,"NONPOINT",1999
"5447","49049","2103002000","PM25-PRI",2.671,"NONPOINT",1999
"5448","49051","2102002000","PM25-PRI",0.012,"NONPOINT",1999
"5449","49051","2103002000","PM25-PRI",0.077,"NONPOINT",1999
"5450","49053","2102002000","PM25-PRI",0.576,"NONPOINT",1999
"5451","49053","2103002000","PM25-PRI",0.408,"NONPOINT",1999
"5452","49055","2102002000","PM25-PRI",0.012,"NONPOINT",1999
"5453","49055","2103002000","PM25-PRI",0.011,"NONPOINT",1999
"5454","49057","2102002000","PM25-PRI",9.919,"NONPOINT",1999
"5455","49057","2103002000","PM25-PRI",2.47,"NONPOINT",1999
"5456","56001","10300207","PM25-PRI",2.117,"POINT",1999
"5457","56001","2102002000","PM25-PRI",6.395,"NONPOINT",1999
"5458","56001","2103002000","PM25-PRI",17.922,"NONPOINT",1999
"5459","56003","2102002000","PM25-PRI",9.701,"NONPOINT",1999
"5460","56003","2103002000","PM25-PRI",2.677,"NONPOINT",1999
"5461","56005","10100222","PM25-PRI",753.849,"POINT",1999
"5462","56005","10200201","PM25-PRI",8.274,"POINT",1999
"5463","56005","10500102","PM25-PRI",11.962,"POINT",1999
"5464","56005","2102002000","PM25-PRI",7.766,"NONPOINT",1999
"5465","56005","2103002000","PM25-PRI",23.136,"NONPOINT",1999
"5466","56007","2102002000","PM25-PRI",4.039,"NONPOINT",1999
"5467","56007","2103002000","PM25-PRI",10.856,"NONPOINT",1999
"5468","56009","10100201","PM25-PRI",45.049,"POINT",1999
"5469","56009","10100202","PM25-PRI",74.835,"POINT",1999
"5470","56009","10100222","PM25-PRI",1308.438,"POINT",1999
"5471","56009","2102002000","PM25-PRI",3.691,"NONPOINT",1999
"5472","56009","2103002000","PM25-PRI",5.271,"NONPOINT",1999
"5473","56011","2102002000","PM25-PRI",2.621,"NONPOINT",1999
"5474","56011","2103002000","PM25-PRI",4.238,"NONPOINT",1999
"5475","56013","2102002000","PM25-PRI",30.089,"NONPOINT",1999
"5476","56013","2103002000","PM25-PRI",18.697,"NONPOINT",1999
"5477","56015","10200202","PM25-PRI",2.159,"POINT",1999
"5478","56015","2102002000","PM25-PRI",16.254,"NONPOINT",1999
"5479","56015","2103002000","PM25-PRI",5.555,"NONPOINT",1999
"5480","56017","2102002000","PM25-PRI",2.117,"NONPOINT",1999
"5481","56017","2103002000","PM25-PRI",3.115,"NONPOINT",1999
"5482","56019","2102002000","PM25-PRI",16.542,"NONPOINT",1999
"5483","56019","2103002000","PM25-PRI",3.994,"NONPOINT",1999
"5484","56021","2102002000","PM25-PRI",65.59,"NONPOINT",1999
"5485","56021","2103002000","PM25-PRI",41.505,"NONPOINT",1999
"5486","56023","10100222","PM25-PRI",801.751,"POINT",1999
"5487","56023","2102002000","PM25-PRI",12.008,"NONPOINT",1999
"5488","56023","2103002000","PM25-PRI",9.79,"NONPOINT",1999
"5489","56027","2103002000","PM25-PRI",0.03,"NONPOINT",1999
"5490","56031","10100222","PM25-PRI",2021.845,"POINT",1999
"5491","56033","2103002000","PM25-PRI",0.277,"NONPOINT",1999
"5492","56035","2103002000","PM25-PRI",0.114,"NONPOINT",1999
"5493","56037","10100226","PM25-PRI",3261.834,"POINT",1999
"5494","56037","10200201","PM25-PRI",167.786,"POINT",1999
"5495","56037","10200202","PM25-PRI",89.946,"POINT",1999
"5496","56037","2103002000","PM25-PRI",0.017,"NONPOINT",1999
"5497","56039","2103002000","PM25-PRI",0.224,"NONPOINT",1999
"5498","56041","2103002000","PM25-PRI",0.017,"NONPOINT",1999
"5499","56045","10100224","PM25-PRI",88.643,"POINT",1999
"5500","56045","2103002000","PM25-PRI",0.067,"NONPOINT",1999
"5501","32001","2102002000","PM25-PRI",1.682,"NONPOINT",1999
"5502","32003","10100212","PM25-PRI",2444.672,"POINT",1999
"5503","32003","2102002000","PM25-PRI",23.718,"NONPOINT",1999
"5504","32003","2103002000","PM25-PRI",0.03,"NONPOINT",1999
"5505","32005","2102002000","PM25-PRI",0.096,"NONPOINT",1999
"5506","32005","2103002000","PM25-PRI",0.361,"NONPOINT",1999
"5507","32007","2102002000","PM25-PRI",0.024,"NONPOINT",1999
"5508","32007","2103002000","PM25-PRI",1.4,"NONPOINT",1999
"5509","32009","2102002000","PM25-PRI",0.792,"NONPOINT",1999
"5510","32013","10100202","PM25-PRI",337.576,"POINT",1999
"5511","32013","2102002000","PM25-PRI",0.157,"NONPOINT",1999
"5512","32013","2103002000","PM25-PRI",0.023,"NONPOINT",1999
"5513","32015","2102002000","PM25-PRI",1.178,"NONPOINT",1999
"5514","32017","2102002000","PM25-PRI",0.095,"NONPOINT",1999
"5515","32017","2103002000","PM25-PRI",0.023,"NONPOINT",1999
"5516","32019","2102002000","PM25-PRI",0.277,"NONPOINT",1999
"5517","32023","2102002000","PM25-PRI",0.229,"NONPOINT",1999
"5518","32027","2102002000","PM25-PRI",0.156,"NONPOINT",1999
"5519","32029","2103002000","PM25-PRI",0.011,"NONPOINT",1999
"5520","32031","2102002000","PM25-PRI",16.603,"NONPOINT",1999
"5521","32031","2103002000","PM25-PRI",0.969,"NONPOINT",1999
"5522","32033","2102002000","PM25-PRI",0.083,"NONPOINT",1999
"5523","32033","2103002000","PM25-PRI",0.816,"NONPOINT",1999
"5524","32510","2102002000","PM25-PRI",5.002,"NONPOINT",1999
"5525","41045","10200224","PM25-PRI",36.917,"POINT",1999
"5526","41049","10100222","PM25-PRI",403.94,"POINT",1999
"5527","53001","2103002000","PM25-PRI",0.201,"NONPOINT",1999
"5528","53003","2103002000","PM25-PRI",0.16,"NONPOINT",1999
"5529","53005","2103002000","PM25-PRI",2.199,"NONPOINT",1999
"5530","53007","2103002000","PM25-PRI",1.123,"NONPOINT",1999
"5531","53009","2103002000","PM25-PRI",0.655,"NONPOINT",1999
"5532","53011","2103002000","PM25-PRI",2.587,"NONPOINT",1999
"5533","53013","2103002000","PM25-PRI",0.047,"NONPOINT",1999
"5534","53015","2103002000","PM25-PRI",1.217,"NONPOINT",1999
"5535","53017","2103002000","PM25-PRI",0.201,"NONPOINT",1999
"5536","53019","2103002000","PM25-PRI",0.023,"NONPOINT",1999
"5537","53021","2103002000","PM25-PRI",0.578,"NONPOINT",1999
"5538","53023","2103002000","PM25-PRI",0.023,"NONPOINT",1999
"5539","53025","2103002000","PM25-PRI",0.709,"NONPOINT",1999
"5540","53027","2103002000","PM25-PRI",0.909,"NONPOINT",1999
"5541","53029","2103002000","PM25-PRI",0.408,"NONPOINT",1999
"5542","53031","2103002000","PM25-PRI",0.201,"NONPOINT",1999
"5543","53033","2103002000","PM25-PRI",39.717,"NONPOINT",1999
"5544","53035","10200205","PM25-PRI",0.02,"POINT",1999
"5545","53035","2103002000","PM25-PRI",2.199,"NONPOINT",1999
"5546","53037","2103002000","PM25-PRI",0.438,"NONPOINT",1999
"5547","53039","2103002000","PM25-PRI",0.107,"NONPOINT",1999
"5548","53041","10100301","PM25-PRI",3379.248,"POINT",1999
"5549","53041","2103002000","PM25-PRI",0.785,"NONPOINT",1999
"5550","53043","2103002000","PM25-PRI",0.1,"NONPOINT",1999
"5551","53045","2103002000","PM25-PRI",0.277,"NONPOINT",1999
"5552","53047","2103002000","PM25-PRI",0.408,"NONPOINT",1999
"5553","53049","2103002000","PM25-PRI",0.231,"NONPOINT",1999
"5554","53051","2103002000","PM25-PRI",0.047,"NONPOINT",1999
"5555","53053","10100217","PM25-PRI",1.13,"POINT",1999
"5556","53053","10200217","PM25-PRI",1.343,"POINT",1999
"5557","53053","2103002000","PM25-PRI",7.978,"NONPOINT",1999
"5558","53055","2103002000","PM25-PRI",0.084,"NONPOINT",1999
"5559","53057","2103002000","PM25-PRI",1.093,"NONPOINT",1999
"5560","53059","2103002000","PM25-PRI",0.023,"NONPOINT",1999
"5561","53061","2103002000","PM25-PRI",5.147,"NONPOINT",1999
"5562","53063","2103002000","PM25-PRI",7.848,"NONPOINT",1999
"5563","53065","2103002000","PM25-PRI",0.254,"NONPOINT",1999
"5564","53067","2103002000","PM25-PRI",2.009,"NONPOINT",1999
"5565","53069","2103002000","PM25-PRI",0.011,"NONPOINT",1999
"5566","53071","2103002000","PM25-PRI",0.886,"NONPOINT",1999
"5567","53073","2103002000","PM25-PRI",2.009,"NONPOINT",1999
"5568","53075","10200204","PM25-PRI",6.25,"POINT",1999
"5569","53075","2103002000","PM25-PRI",0.461,"NONPOINT",1999
"5570","53077","2103002000","PM25-PRI",2.995,"NONPOINT",1999
"5571","01001","10100101","PM25-PRI",0.01,"POINT",2002
"5572","01001","10200204","PM25-PRI",163.97,"POINT",2002
"5573","01033","10100201","PM25-PRI",12.54,"POINT",2002
"5574","01033","10100202","PM25-PRI",2865.14,"POINT",2002
"5575","01039","10100201","PM25-PRI",0.27,"POINT",2002
"5576","01055","10100201","PM25-PRI",200.88,"POINT",2002
"5577","01055","10100202","PM25-PRI",284.29,"POINT",2002
"5578","01063","10100201","PM25-PRI",2143.6,"POINT",2002
"5579","01071","10100201","PM25-PRI",8.51,"POINT",2002
"5580","01071","10100202","PM25-PRI",2457.04,"POINT",2002
"5581","01073","10100202","PM25-PRI",1547.94,"POINT",2002
"5582","01073","10100226","PM25-PRI",4.55,"POINT",2002
"5583","01073","10200202","PM25-PRI",0.05,"POINT",2002
"5584","01073","10200204","PM25-PRI",0.05,"POINT",2002
"5585","01073","10300206","PM25-PRI",1.48,"POINT",2002
"5586","01073","10300209","PM25-PRI",2.89,"POINT",2002
"5587","01091","10200204","PM25-PRI",10.61,"POINT",2002
"5588","01093","10100101","PM25-PRI",0.44,"POINT",2002
"5589","01097","10100201","PM25-PRI",2386.71,"POINT",2002
"5590","01103","10100101","PM25-PRI",0.07,"POINT",2002
"5591","01103","10200202","PM25-PRI",0,"POINT",2002
"5592","01103","10200204","PM25-PRI",8.59,"POINT",2002
"5593","01117","10100101","PM25-PRI",0.18,"POINT",2002
"5594","01117","10100201","PM25-PRI",1.64,"POINT",2002
"5595","01117","10100202","PM25-PRI",3545.87,"POINT",2002
"5596","01117","10100212","PM25-PRI",3257.32,"POINT",2002
"5597","01121","10200201","PM25-PRI",0.02,"POINT",2002
"5598","01123","10100101","PM25-PRI",0.08,"POINT",2002
"5599","01127","10100201","PM25-PRI",2738.78,"POINT",2002
"5600","01129","10100101","PM25-PRI",0.59,"POINT",2002
"5601","01129","10100202","PM25-PRI",995.07,"POINT",2002
"5602","01131","10200201","PM25-PRI",60.65,"POINT",2002
"5603","01133","10100101","PM25-PRI",0.03,"POINT",2002
"5604","02068","10100224","PM25-PRI",8.55,"POINT",2002
"5605","02090","10100224","PM25-PRI",386.8,"POINT",2002
"5606","02090","10100225","PM25-PRI",159.86,"POINT",2002
"5607","02090","10200224","PM25-PRI",50.34,"POINT",2002
"5608","02090","10300209","PM25-PRI",0.51,"POINT",2002
"5609","04001","10100202","PM25-PRI",733.69,"POINT",2002
"5610","04001","10100211","PM25-PRI",716.65,"POINT",2002
"5611","04003","10100201","PM25-PRI",299.76,"POINT",2002
"5612","04005","10100212","PM25-PRI",2929,"POINT",2002
"5613","04017","10100212","PM25-PRI",2118.02,"POINT",2002
"5614","04017","10200222","PM25-PRI",2.84,"POINT",2002
"5615","04019","10100202","PM25-PRI",95.02,"POINT",2002
"5616","05007","10100222","PM25-PRI",269.66,"POINT",2002
"5617","05063","10100202","PM25-PRI",728.25,"POINT",2002
"5618","05063","10200101","PM25-PRI",19.45,"POINT",2002
"5619","05063","10200202","PM25-PRI",10.3,"POINT",2002
"5620","05069","10100226","PM25-PRI",631.5,"POINT",2002
"5621","05081","10200202","PM25-PRI",27.53,"POINT",2002
"5622","06029","10100238","PM25-PRI",19.42,"POINT",2002
"5623","06029","10200219","PM25-PRI",4.17,"POINT",2002
"5624","06035","10300102","PM25-PRI",0.3,"POINT",2002
"5625","06037","10300103","PM25-PRI",0,"POINT",2002
"5626","06071","10100217","PM25-PRI",51.19,"POINT",2002
"5627","06071","10200219","PM25-PRI",27.56,"POINT",2002
"5628","06077","10100217","PM25-PRI",30.14,"POINT",2002
"5629","06077","10200217","PM25-PRI",0.41,"POINT",2002
"5630","08001","10100222","PM25-PRI",544.6,"POINT",2002
"5631","08003","10100205","PM25-PRI",0.81,"POINT",2002
"5632","08013","10100222","PM25-PRI",149.99,"POINT",2002
"5633","08015","10200206","PM25-PRI",0.01,"POINT",2002
"5634","08031","10100222","PM25-PRI",257.46,"POINT",2002
"5635","08041","10100222","PM25-PRI",276.62,"POINT",2002
"5636","08043","10100204","PM25-PRI",1.54,"POINT",2002
"5637","08051","10300208","PM25-PRI",0.43,"POINT",2002
"5638","08059","10200222","PM25-PRI",2.38,"POINT",2002
"5639","08059","10200224","PM25-PRI",0.17,"POINT",2002
"5640","08069","10100226","PM25-PRI",284.32,"POINT",2002
"5641","08075","10100101","PM25-PRI",0.28,"POINT",2002
"5642","08077","10100222","PM25-PRI",83.18,"POINT",2002
"5643","08081","10100222","PM25-PRI",1299.86,"POINT",2002
"5644","08085","10100217","PM25-PRI",51.33,"POINT",2002
"5645","08087","10100222","PM25-PRI",406.07,"POINT",2002
"5646","08087","10200204","PM25-PRI",0.52,"POINT",2002
"5647","08101","10100222","PM25-PRI",143.83,"POINT",2002
"5648","08101","10100226","PM25-PRI",148.11,"POINT",2002
"5649","08101","10300207","PM25-PRI",0.56,"POINT",2002
"5650","08107","10100202","PM25-PRI",0.01,"POINT",2002
"5651","08107","10100212","PM25-PRI",289.44,"POINT",2002
"5652","08107","10100222","PM25-PRI",224.77,"POINT",2002
"5653","08107","10200202","PM25-PRI",0.0036043881,"POINT",2002
"5654","09001","10100212","PM25-PRI",158.53,"POINT",2002
"5655","09003","10100205","PM25-PRI",3.13,"POINT",2002
"5656","09011","10100217","PM25-PRI",112.92,"POINT",2002
"5657","10001","10200219","PM25-PRI",104.9,"POINT",2002
"5658","10003","10100212","PM25-PRI",399.6,"POINT",2002
"5659","10005","10100202","PM25-PRI",1006.67,"POINT",2002
"5660","10005","10200202","PM25-PRI",176.68,"POINT",2002
"5661","11001","10100204","PM25-PRI",35.21,"POINT",2002
"5662","12001","10100202","PM25-PRI",307.82,"POINT",2002
"5663","12005","10100212","PM25-PRI",489.6,"POINT",2002
"5664","12005","10200212","PM25-PRI",10.95,"POINT",2002
"5665","12017","10100202","PM25-PRI",1871.11,"POINT",2002
"5666","12017","10100212","PM25-PRI",2383.71,"POINT",2002
"5667","12031","10100202","PM25-PRI",877.53,"POINT",2002
"5668","12031","10100218","PM25-PRI",155.08,"POINT",2002
"5669","12033","10100202","PM25-PRI",1676.49,"POINT",2002
"5670","12033","10100212","PM25-PRI",364.92,"POINT",2002
"5671","12033","10200202","PM25-PRI",28.09,"POINT",2002
"5672","12053","10100202","PM25-PRI",247.21,"POINT",2002
"5673","12057","10100201","PM25-PRI",4515.11,"POINT",2002
"5674","12057","10100212","PM25-PRI",393.35,"POINT",2002
"5675","12063","10100202","PM25-PRI",132.55,"POINT",2002
"5676","12085","10100201","PM25-PRI",259.66,"POINT",2002
"5677","12089","10200202","PM25-PRI",5.45,"POINT",2002
"5678","12095","10100202","PM25-PRI",624.57,"POINT",2002
"5679","12105","10100202","PM25-PRI",366.05,"POINT",2002
"5680","12107","10100202","PM25-PRI",944.91,"POINT",2002
"5681","13015","10100212","PM25-PRI",9027.42,"POINT",2002
"5682","13021","10100202","PM25-PRI",74.33,"POINT",2002
"5683","13021","10200202","PM25-PRI",30.85,"POINT",2002
"5684","13021","10200204","PM25-PRI",1.71,"POINT",2002
"5685","13021","10200205","PM25-PRI",31.33,"POINT",2002
"5686","13051","10100212","PM25-PRI",323.12,"POINT",2002
"5687","13051","10200201","PM25-PRI",0.86,"POINT",2002
"5688","13051","10300205","PM25-PRI",0.04,"POINT",2002
"5689","13055","10200202","PM25-PRI",2.18,"POINT",2002
"5690","13059","10100204","PM25-PRI",0.9,"POINT",2002
"5691","13067","10100212","PM25-PRI",1375,"POINT",2002
"5692","13067","10200202","PM25-PRI",35.81,"POINT",2002
"5693","13077","10100212","PM25-PRI",2209.26,"POINT",2002
"5694","13095","10100201","PM25-PRI",4.37,"POINT",2002
"5695","13095","10100212","PM25-PRI",269.16,"POINT",2002
"5696","13099","10200204","PM25-PRI",74.89,"POINT",2002
"5697","13103","10100202","PM25-PRI",314.79,"POINT",2002
"5698","13103","10200218","PM25-PRI",0.003386670338208,"POINT",2002
"5699","13115","10100212","PM25-PRI",1392.64,"POINT",2002
